steps,calories_burned,sleep_hours,heart_rate_avg,cluster
25554,3684.56,2.3,144,3
7477,1891.65,7.4,111,1
5802,2975.19,4.8,172,3
23876,2569.64,10.1,118,2
4592,2290.59,6.0,89,1
7069,3036.02,3.4,129,3
24723,3117.78,3.4,128,3
11925,2743.29,8.3,165,0
29186,2820.49,0.1,109,2
27338,2509.86,9.7,166,0
25368,2006.03,3.5,76,2
13251,1653.85,9.4,140,0
16608,3500.91,6.7,154,0
1270,3896.77,8.1,96,1
9105,1715.83,1.5,81,1
14236,2453.42,9.3,138,0
23663,3077.75,9.5,140,0
22813,3798.89,6.4,169,3
24493,2083.43,10.6,160,0
29946,2798.4,11.0,140,0
22180,2007.03,0.7,71,2
16937,3798.64,5.5,89,2
18902,2923.72,11.6,135,0
4486,2696.72,9.8,143,0
363,3678.12,0.5,95,1
22873,3706.66,2.7,83,2
14928,2627.7,8.2,178,0
18638,2100.56,11.3,142,0
10098,3373.28,7.4,69,1
21748,3681.02,1.4,170,3
200,2242.83,3.8,126,1
23394,2835.63,5.2,163,3
27813,3367.86,10.9,103,2
11809,3287.21,7.6,105,1
18718,2879.35,9.9,171,0
13971,2872.81,1.2,125,3
11105,3039.48,6.0,143,0
28739,2155.94,5.9,153,3
10618,3509.29,1.9,72,1
23717,2323.21,7.2,125,2
8866,1898.78,9.5,130,0
5538,2788.91,3.9,78,1
1029,2544.51,11.8,99,1
8182,3634.87,7.6,179,0
22402,2137.22,7.3,99,2
14280,2740.95,7.5,132,0
24458,3584.27,5.0,174,3
28400,2866.28,2.3,74,2
16066,1700.0,8.0,78,2
26628,3128.62,11.9,80,2
7727,1895.23,10.3,152,0
26789,2806.82,6.9,122,2
4951,3194.83,1.9,84,1
28030,1829.71,9.0,101,2
18214,3930.43,7.8,169,0
11511,3603.12,7.4,60,1
7270,3519.26,6.7,151,0
16551,3936.28,9.6,129,0
17375,3154.9,0.6,138,3
12297,1619.42,8.6,123,0
24469,2216.41,9.7,148,0
3755,2988.05,1.4,176,3
9066,2733.07,10.4,102,1
12535,3476.95,1.3,77,1
13717,3822.65,6.9,151,0
21570,3008.04,3.6,173,3
6561,1780.3,3.8,154,3
6599,3434.87,8.2,155,0
21392,3439.05,11.3,129,0
6452,2958.55,3.8,114,1
19415,3911.06,2.1,124,3
578,3693.3,5.3,144,1
17157,3587.71,2.4,173,3
20856,3449.0,10.0,107,2
5405,2584.35,4.8,146,3
19849,3235.06,2.3,126,3
1319,3882.82,11.5,165,0
818,3993.12,5.5,61,1
26605,2183.55,4.1,60,2
18594,2935.5,5.2,86,2
2551,1812.69,3.6,145,3
22014,2138.19,3.5,67,2
17369,3731.73,9.4,92,2
22739,2336.56,4.9,74,2
14691,2278.47,9.4,159,0
5252,3096.34,0.9,96,1
17137,1558.63,7.3,106,2
25759,1903.52,5.4,139,3
1793,3185.24,7.9,167,0
5421,1563.46,4.6,67,1
1667,3750.34,5.3,114,1
23584,3363.54,4.5,92,2
28141,3447.97,1.9,111,2
19341,3288.03,7.2,88,2
15546,3351.66,6.9,145,0
19619,3493.57,0.2,149,3
22205,2502.88,5.0,155,3
25737,2281.32,10.9,126,0
22058,1752.62,9.2,161,0
26939,3326.85,6.1,84,2
18525,2790.27,2.5,96,2
14172,2783.51,2.6,116,3
16802,3836.22,6.7,78,2
12413,1530.39,8.6,77,1
22085,3383.91,4.3,122,2
658,3819.7,6.9,74,1
8407,3383.32,6.6,143,0
20062,3633.79,11.8,144,0
9740,2049.31,3.2,78,1
3344,2834.14,11.7,107,0
14888,2574.29,4.8,78,1
20362,3024.27,8.8,74,2
22496,3681.25,7.1,60,2
16591,2782.02,6.4,160,0
15043,2641.46,7.0,129,0
19718,1929.4,0.7,104,3
24692,1987.29,7.3,80,2
15138,1693.61,1.6,115,3
23538,1924.37,8.6,77,2
24505,2775.2,6.7,90,2
29944,2948.36,0.3,88,2
5318,2633.2,0.9,103,1
18573,3508.45,4.9,167,3
28276,3719.97,9.5,69,2
11935,1606.15,5.3,60,1
29452,1729.22,4.0,149,3
25,3004.55,6.8,65,1
22053,1999.88,7.9,71,2
10636,1837.81,9.7,71,1
27314,2594.34,1.2,75,2
13174,3721.33,9.3,161,0
14230,3732.56,8.5,114,0
2449,1618.9,6.8,85,1
19304,1547.99,2.4,75,2
28337,1940.6,0.5,67,2
15933,3943.85,8.2,109,2
16087,3390.68,9.6,118,0
6363,2560.47,9.4,147,0
20273,3133.99,3.6,134,3
12829,3584.61,5.3,136,3
27003,3892.56,5.3,70,2
4771,2364.23,5.1,66,1
29239,1525.48,6.1,88,2
1676,2128.3,0.4,96,1
5552,1655.82,3.9,141,3
9045,3257.45,10.3,68,1
26125,1611.39,2.3,76,2
12766,2431.32,6.3,87,1
2496,2123.08,8.0,174,0
16512,2476.69,8.0,96,2
420,2318.3,7.2,159,0
19916,2729.03,9.0,156,0
21182,3938.65,10.0,138,0
2464,1866.24,11.9,94,1
14844,2638.5,7.4,174,0
13185,3335.71,0.1,162,3
8203,2008.34,10.9,141,0
2334,2397.49,9.1,143,0
2294,3208.06,9.8,69,1
29255,2474.48,0.5,179,3
5542,3007.08,1.2,132,3
18611,1597.97,1.3,166,3
23995,3675.75,9.9,139,0
17535,3524.03,6.7,62,2
13898,1527.01,0.5,70,1
25704,2555.96,6.7,64,2
4436,2704.82,10.2,98,1
13542,3758.33,8.7,101,1
10791,3514.26,3.6,75,1
16310,2573.72,10.1,156,0
26411,2863.8,2.9,179,3
15882,3922.21,6.8,82,2
4350,1874.57,3.6,118,1
22959,2222.62,7.1,167,0
6630,3208.47,1.8,134,3
16046,2713.97,11.9,82,2
23638,2474.03,2.7,147,3
24295,1500.34,9.7,104,2
29250,1737.97,9.6,102,2
2676,2260.79,3.2,71,1
18820,1561.04,5.1,154,3
6021,3578.67,10.7,102,1
19570,2724.16,9.4,99,2
26673,3575.16,11.5,102,2
3026,3858.76,10.7,111,1
14529,3126.59,8.4,141,0
5645,3562.53,7.0,125,1
10105,2835.83,4.9,64,1
16357,2544.12,1.9,166,3
29589,3719.74,9.1,162,0
4015,1585.75,10.8,160,0
18736,2987.22,3.1,91,2
3520,2492.59,8.9,139,0
11067,3219.24,2.8,84,1
2774,1674.96,4.4,151,3
16676,2114.43,6.0,92,2
14707,1705.37,0.7,106,3
22260,3364.96,7.0,120,2
10635,2830.99,5.5,61,1
3398,1653.3,5.1,161,3
17460,2477.12,11.0,153,0
26495,1809.71,5.5,150,3
14248,2380.61,10.9,108,0
17980,3599.01,9.9,92,2
21043,2256.61,7.0,70,2
18129,2200.72,5.4,64,2
13088,3217.49,6.9,88,1
3113,3778.84,8.6,112,1
517,2822.92,10.0,133,0
2168,2953.97,8.1,103,1
16660,1903.14,3.2,173,3
16081,3878.68,6.0,71,2
25555,2132.57,9.2,165,0
14374,3001.86,9.0,103,2
20812,3864.52,8.0,94,2
7009,2964.27,9.1,170,0
28190,3207.38,3.3,65,2
24458,2196.41,3.5,116,2
4377,3076.96,2.3,144,3
20130,3736.22,8.5,77,2
12063,2339.45,5.7,93,1
5548,3600.29,11.9,135,0
29555,3324.99,2.4,98,2
15519,2753.39,11.0,110,0
5966,2627.61,11.4,158,0
25528,2418.89,3.1,61,2
5986,2097.81,6.9,114,1
19377,2138.82,10.9,157,0
10570,2194.31,6.6,77,1
22516,1929.07,5.8,118,2
20195,1700.57,1.5,160,3
12731,3375.34,1.4,120,3
7621,3223.41,9.7,153,0
21037,2876.1,10.3,71,2
17968,3507.56,3.1,140,3
23134,3388.32,10.8,80,2
1290,1836.9,11.6,73,1
17310,1977.95,0.7,73,2
17833,3129.34,6.4,132,0
8100,2172.7,6.9,134,0
2507,1760.4,2.2,155,3
19737,3813.14,3.7,123,3
11999,2518.7,0.9,68,1
23939,1923.57,4.1,133,3
5642,3154.34,8.8,62,1
713,2626.78,10.8,169,0
20652,2524.12,10.9,81,2
29947,1947.69,10.0,93,2
29034,1733.9,12.0,166,0
15023,1602.87,0.8,120,3
2896,3230.06,0.4,150,3
25031,1728.08,10.4,147,0
29676,3142.98,5.8,81,2
11074,2748.07,3.0,154,3
6198,2459.88,2.3,98,1
14673,3178.4,2.9,110,3
16328,3474.0,7.2,147,0
3422,2421.31,2.9,60,1
8076,3206.06,11.2,106,0
25038,1530.21,4.0,178,3
8021,3646.49,8.2,139,0
15802,3899.3,0.1,93,3
22439,1688.28,5.7,134,3
10241,3046.4,11.0,108,0
29585,1888.75,0.8,96,2
23779,2806.49,11.2,106,2
22028,2305.56,8.6,150,0
14697,1611.28,5.2,76,1
9550,2951.18,9.6,70,1
16190,2272.67,10.1,123,0
23115,3738.53,10.6,173,0
25943,2747.58,11.2,114,2
22941,1980.68,4.4,79,2
29742,3808.49,9.0,131,2
24141,3899.46,10.1,66,2
15905,1522.93,10.7,132,0
8684,2195.61,10.0,177,0
3083,3417.67,4.3,164,3
13114,2927.44,11.4,108,0
17657,1678.25,5.5,178,3
6776,2955.72,4.0,161,3
24065,3301.26,7.7,148,0
21811,2588.28,10.6,164,0
6145,2133.48,10.9,73,1
13471,3225.07,10.4,176,0
21568,1509.97,7.1,83,2
25284,1586.25,9.8,88,2
10198,1773.42,7.1,129,0
26612,3703.93,9.6,79,2
22286,2361.18,8.7,142,0
12829,2098.99,4.5,94,1
2547,2857.16,0.3,161,3
5738,3464.9,4.5,77,1
1653,2147.91,0.8,137,3
8805,2799.49,9.9,148,0
2300,3451.66,2.2,87,1
21091,3486.99,4.5,101,2
29471,2363.88,2.4,137,3
23495,3837.0,6.5,75,2
7594,3852.87,2.0,135,3
5552,2853.96,9.5,152,0
1948,3716.62,5.2,138,1
18898,1824.69,2.0,163,3
9094,2389.04,0.3,79,1
19729,2660.35,6.8,102,2
13823,2488.29,7.7,125,0
25087,3456.16,7.5,61,2
14725,2574.7,1.3,154,3
26638,2890.37,7.1,149,0
64,3749.26,9.1,103,1
5116,3299.34,4.0,93,1
24990,1722.37,2.1,171,3
21905,2265.26,2.4,128,3
18705,3971.16,1.7,83,2
27736,2587.76,10.8,68,2
15807,1849.53,2.8,97,1
27981,2981.18,5.8,96,2
8187,3542.72,3.5,81,1
7100,2761.12,6.2,95,1
11999,3828.52,1.9,76,1
13642,2428.09,11.9,71,2
26359,2050.99,7.9,126,2
264,2387.83,11.0,60,1
23612,2973.69,9.2,164,0
22553,3673.49,10.7,140,0
21332,3411.7,8.9,105,2
19975,3051.71,8.5,99,2
6274,2418.75,5.0,87,1
10058,2684.27,7.1,143,0
6290,1666.57,11.7,137,0
27949,2070.04,3.3,127,2
7873,2680.37,4.8,85,1
3788,2533.36,8.2,111,1
20372,1763.37,3.8,60,2
23784,3212.66,7.2,163,0
25493,2929.15,8.5,136,0
27302,2919.43,3.1,112,2
29109,2556.67,0.7,71,2
12718,1792.1,6.3,113,1
19576,2821.57,7.1,111,2
527,3096.81,1.4,88,1
26276,2043.87,5.1,131,2
25184,1854.78,5.6,106,2
16389,3722.83,0.3,156,3
17630,1610.13,3.7,99,2
19305,3859.39,4.5,73,2
27742,3392.14,9.5,125,2
28720,1913.69,11.5,150,0
2971,3294.27,5.5,137,1
25566,3671.56,3.8,63,2
21652,3660.62,9.6,95,2
12582,2223.61,1.1,143,3
8057,2949.7,9.3,139,0
22541,3596.57,3.5,85,2
17986,2822.93,11.2,120,0
6691,3431.28,1.0,119,3
8669,2737.39,0.1,143,3
21347,3648.2,1.0,141,3
5786,3908.79,5.5,143,3
18122,2553.1,3.3,65,2
21041,2045.84,5.4,123,2
22464,3967.07,9.0,84,2
27179,1681.45,8.2,96,2
15676,2551.24,0.3,162,3
17894,1640.73,0.3,81,2
8397,1616.4,3.6,61,1
7923,3529.97,0.8,146,3
7545,3500.85,4.7,60,1
6923,3198.12,8.5,82,1
4993,3719.52,0.8,99,1
8559,2665.5,0.6,159,3
20527,1541.91,6.1,159,3
10573,3325.44,1.5,117,3
19914,3736.97,5.1,87,2
8658,2413.27,11.9,156,0
8175,3369.93,3.9,65,1
3691,3620.79,1.3,135,3
25489,3110.21,2.9,100,2
11863,2189.21,9.9,132,0
11272,3492.43,10.3,84,1
11013,1648.57,10.6,102,0
301,3385.05,9.7,162,0
15807,1906.0,4.8,104,2
23724,2704.33,5.7,86,2
12505,2048.39,8.9,175,0
29021,2409.15,6.9,120,2
11553,3499.8,1.6,66,1
8392,3354.92,10.7,129,0
19790,3735.68,8.1,153,0
14543,1606.27,5.4,133,3
708,3200.16,11.0,134,0
18598,1660.11,5.0,96,2
17814,1836.54,7.8,177,0
23790,3258.38,7.8,71,2
5109,3785.03,7.3,174,0
25676,3990.64,2.8,64,2
4069,2930.93,3.9,103,1
11503,3929.32,2.6,136,3
13794,3169.16,1.8,106,3
21371,1684.7,6.4,164,0
16476,3516.63,8.9,77,2
14942,1682.07,8.7,87,2
29582,2005.33,5.8,81,2
29856,2466.59,6.9,117,2
17456,1835.9,4.2,96,2
11591,3181.16,0.6,107,3
10666,1942.42,7.2,159,0
28128,2337.04,0.3,158,3
19516,2511.47,4.3,177,3
22982,2967.94,1.7,91,2
3428,2705.87,2.6,74,1
13338,3160.92,8.0,93,1
29808,1719.28,10.6,149,0
7445,2834.92,8.4,153,0
28057,2942.03,2.7,89,2
18724,2455.51,11.9,88,2
23691,1634.66,6.9,89,2
2172,3919.35,7.1,112,1
6864,2760.34,9.2,67,1
15913,3585.85,7.9,81,2
27500,3042.54,9.5,138,0
17340,3568.09,1.7,132,3
27154,1620.16,9.6,130,2
9990,1789.52,8.5,90,1
4557,1961.8,4.6,60,1
23427,3397.17,8.2,80,2
12077,2619.68,2.1,109,3
8738,3500.83,7.2,115,1
3085,2866.78,6.0,166,0
12784,3145.28,7.0,158,0
14336,2890.04,7.2,178,0
14514,3196.52,4.6,104,1
868,1592.25,11.1,78,1
15346,2558.38,8.4,93,2
15437,2021.96,9.7,63,2
19673,3528.74,2.6,123,3
19883,3108.18,7.7,144,0
29828,3742.1,3.7,118,2
17493,3611.95,4.6,129,3
22479,2496.33,9.0,134,0
25681,3260.31,9.0,171,0
19607,3013.23,10.1,76,2
9752,3982.02,9.6,90,1
22017,2097.51,8.6,70,2
257,2295.3,9.0,77,1
4126,1562.98,11.5,147,0
24994,3542.05,9.0,158,0
12116,1541.63,7.1,74,1
13858,2159.3,0.8,134,3
23071,1875.68,10.6,108,2
22613,2649.01,7.3,147,0
15723,2939.0,5.7,124,3
3754,3195.84,11.5,67,1
26333,2763.22,6.1,122,2
12744,1705.14,5.8,145,3
25930,2317.78,8.0,171,0
15163,3196.19,5.8,107,2
25851,3505.73,11.4,102,2
3505,2735.04,1.4,67,1
10039,2871.74,6.0,116,1
14768,3343.37,3.8,89,1
27896,2727.94,8.6,146,0
24943,1958.68,4.2,61,2
20671,1544.47,5.9,61,2
22891,1892.08,3.5,172,3
1412,1696.66,9.6,115,1
6238,3868.09,10.2,151,0
16730,1715.31,8.2,114,0
1868,3687.59,10.8,103,1
20564,2484.89,8.2,171,0
11201,1871.42,10.0,132,0
6926,1752.02,0.9,123,3
19790,3793.07,7.8,71,2
2597,1913.02,0.6,179,3
15947,3487.4,1.6,139,3
10329,2803.65,2.1,61,1
11176,3763.57,1.6,70,1
24037,3220.34,1.0,179,3
15056,3418.75,2.3,76,1
25078,3583.03,9.7,168,0
28174,2060.17,5.1,96,2
29945,2919.35,5.5,100,2
21035,2338.15,11.9,161,0
8173,1713.92,7.2,146,0
18330,2810.17,3.1,151,3
1225,2112.7,1.3,91,1
21047,3900.3,0.7,132,3
3256,2152.99,11.6,138,0
18875,3446.55,0.3,136,3
17684,1945.39,5.2,97,2
8209,3848.76,4.6,122,1
10417,1991.81,5.5,109,1
7933,2562.6,11.5,167,0
21571,2382.03,7.1,158,0
771,2340.45,1.1,127,1
10082,3743.24,11.0,86,1
6057,3074.61,6.7,165,0
2854,3400.98,11.6,77,1
18113,3404.45,8.5,151,0
11360,3007.6,3.3,78,1
23764,2507.5,0.8,116,3
18850,3635.96,7.9,173,0
25134,3603.14,8.7,103,2
8012,2953.97,0.9,106,1
1143,2928.51,11.4,133,0
23942,3502.59,6.4,150,3
16270,1632.28,2.3,64,2
2333,2523.29,10.6,136,0
1497,3235.87,8.5,71,1
6072,3110.69,4.9,171,3
14621,2611.81,5.3,95,1
11344,3761.06,4.5,73,1
19272,2982.28,7.1,97,2
8716,3627.75,1.0,116,3
705,2911.35,2.7,144,3
10414,2991.14,5.5,76,1
2536,3301.18,6.0,170,0
2891,2299.82,2.7,178,3
23379,3842.01,8.0,150,0
16993,3469.06,7.3,160,0
15266,2105.73,1.9,85,1
5230,3984.57,0.1,86,1
3123,3592.62,0.2,128,3
3511,3441.13,6.4,107,1
26604,2042.14,10.0,102,2
15390,2494.96,5.0,105,2
22853,1887.63,0.9,127,3
1870,3174.02,2.6,138,3
11079,2615.22,2.3,164,3
14489,1703.25,4.7,107,1
21525,2127.83,11.4,62,2
4966,2624.39,3.8,172,3
16212,2584.41,11.5,80,2
6858,2572.98,1.3,68,1
13467,3597.94,0.1,61,1
25418,1649.94,10.5,109,2
27297,3717.55,10.1,115,2
7018,1918.76,9.0,73,1
4820,1679.91,7.3,67,1
1614,3893.69,5.2,103,1
2365,3598.1,0.4,142,3
5533,2057.62,5.3,126,1
14179,2059.59,10.7,139,0
21053,1561.31,3.2,145,3
3320,3991.55,10.6,96,1
15082,3615.22,3.9,127,3
37,2895.31,5.8,108,1
14075,3773.93,2.1,90,1
6476,3238.82,11.0,158,0
24228,2131.55,8.4,145,0
15550,3808.41,8.0,148,0
14874,2787.57,2.7,172,3
26104,2962.63,1.6,163,3
5654,1585.11,2.9,178,3
8920,2647.16,8.0,80,1
6643,1966.01,9.6,88,1
21289,3970.96,5.8,74,2
12420,2906.55,11.6,106,0
24331,2357.28,6.9,115,2
8086,2877.4,5.3,131,1
11736,2792.01,2.3,88,1
10353,2708.48,0.2,158,3
7775,2585.68,10.9,137,0
26783,2662.75,10.5,164,0
14111,2228.48,9.8,81,2
16706,2529.18,7.4,80,2
5743,1982.18,3.0,126,1
635,2992.51,6.8,85,1
19854,3882.15,0.2,120,3
3127,3793.59,7.9,151,0
3448,2483.71,1.0,156,3
17121,3347.85,3.7,63,2
9004,2614.23,4.2,158,3
17707,1648.01,11.7,112,0
5778,3906.81,4.0,159,3
14272,3361.74,7.2,176,0
5470,2119.23,1.3,156,3
26833,3001.41,10.9,129,0
22820,3780.65,9.2,165,0
671,2458.59,0.5,83,1
2843,3612.48,0.2,100,1
23748,3324.11,6.9,79,2
26604,3782.07,1.4,101,2
10910,2282.03,0.7,163,3
29361,3515.94,10.8,145,0
26681,2323.44,10.2,172,0
18122,2792.7,8.9,131,0
17278,2960.72,4.6,142,3
19175,2753.01,6.9,67,2
25024,3717.83,4.3,174,3
16170,1932.27,9.5,148,0
11844,1604.71,0.4,98,1
19605,3449.4,5.4,162,3
25058,2343.58,1.3,83,2
14698,2559.17,4.9,84,1
19451,1885.64,3.1,63,2
12330,2089.7,12.0,159,0
6411,2526.93,9.2,136,0
25194,3669.03,6.7,127,2
13156,3656.0,0.1,87,1
7622,3299.33,3.4,62,1
5467,2301.19,5.7,65,1
28326,3894.16,9.9,78,2
12927,3403.52,5.0,88,1
27396,2908.45,0.5,163,3
12945,3807.31,4.9,126,3
27376,3750.41,5.9,118,2
6545,2229.72,6.7,112,1
22965,1841.96,0.7,123,3
28537,3983.58,7.0,157,0
10940,3385.19,6.1,134,0
7734,3165.5,6.2,149,0
10217,3275.51,5.5,85,1
12889,2209.95,9.5,143,0
2475,2967.29,5.2,149,3
9096,3633.61,11.5,135,0
1440,3775.68,3.9,110,1
15696,2491.96,9.4,88,2
13293,2220.75,5.2,151,3
16538,3642.98,4.8,163,3
7333,1634.47,7.6,85,1
3879,2041.56,10.7,145,0
4916,2631.08,5.4,118,1
18888,2155.9,1.4,142,3
15950,2064.05,4.1,123,3
29766,2364.82,4.0,146,3
9332,2884.44,6.6,85,1
12274,2257.84,5.2,60,1
7650,1981.24,9.0,100,1
24308,2490.23,9.9,68,2
18382,2573.32,7.4,155,0
20213,2949.99,0.9,68,2
2442,3896.54,5.8,61,1
25308,2832.06,10.6,86,2
25415,3617.89,3.7,178,3
16124,1749.58,3.8,97,2
3428,2553.52,10.8,93,1
24646,3147.86,3.0,118,2
15808,3615.92,11.3,110,0
1207,3855.03,11.5,67,1
3188,3226.14,10.6,133,0
28973,3315.86,8.8,117,2
16170,3326.6,5.6,122,3
19490,3180.15,3.2,93,2
2844,1928.59,10.4,106,1
18738,2293.7,5.6,167,3
26440,2553.64,2.3,179,3
5247,3308.8,1.2,158,3
14453,3574.44,11.9,69,2
17751,3715.45,5.5,108,2
9108,3270.73,4.7,179,3
17156,3177.62,0.9,148,3
14024,3842.95,1.4,99,3
20779,1684.73,10.4,106,2
16977,1657.69,3.2,161,3
24350,1931.21,11.1,85,2
2150,2453.49,7.8,173,0
5563,2560.39,10.5,146,0
25139,2805.89,7.2,147,0
24162,3933.1,10.2,179,0
15657,3251.51,4.0,132,3
15683,1913.55,4.3,104,2
25219,2856.92,1.0,142,3
15488,2030.73,11.0,139,0
5077,2752.32,7.2,170,0
28210,3003.63,4.1,140,3
24366,3556.86,4.9,89,2
25653,2651.84,11.3,105,2
11097,3287.67,6.6,164,0
3435,3540.98,1.4,62,1
5596,3206.74,6.2,176,0
4234,3715.88,7.2,85,1
29119,1936.46,8.3,150,0
488,1645.21,10.3,139,0
14939,2382.88,5.7,140,3
13262,1910.79,1.3,133,3
644,2602.94,6.3,82,1
21463,2943.06,5.4,61,2
2864,1567.67,10.0,169,0
26262,2498.1,9.2,167,0
9635,2495.55,3.1,178,3
25754,2891.24,7.5,62,2
25614,3804.84,3.3,131,3
18381,3720.65,4.8,67,2
2691,1928.32,8.2,132,0
15667,2024.81,8.2,110,0
22842,3912.22,7.6,124,2
26942,2886.36,5.3,129,2
29199,3361.08,3.2,125,2
10912,1994.44,7.4,158,0
2076,3142.98,10.7,83,1
26679,3013.59,7.4,162,0
16912,3646.45,2.6,153,3
16330,1854.41,10.8,179,0
13638,3538.81,1.0,87,1
4889,1600.33,2.3,118,1
29087,3503.02,9.0,73,2
9483,3524.2,9.2,122,0
17992,2082.7,0.8,150,3
17754,3921.32,2.1,102,3
2102,1962.24,8.4,76,1
25497,2111.59,2.7,83,2
17810,3430.57,11.0,79,2
24936,3765.61,7.0,167,0
25797,2978.66,9.5,157,0
5724,3630.72,8.0,134,0
9852,3698.9,0.2,133,3
11595,1966.04,1.1,65,1
2869,3225.66,6.7,62,1
24253,1652.36,1.9,155,3
10535,2999.26,6.5,136,0
15195,1645.35,7.3,137,0
9590,3710.84,5.7,125,1
17858,3610.53,6.6,94,2
13303,3193.33,10.1,89,1
17069,1905.89,6.7,100,2
26269,3683.53,11.7,138,0
28353,3054.63,0.2,106,2
548,2527.89,3.0,98,1
29997,2897.06,11.9,148,0
25926,3995.58,9.6,164,0
9020,3376.04,1.4,66,1
12980,3333.45,7.1,130,0
28940,2432.16,11.9,99,2
14690,3223.61,5.7,120,3
18357,1535.13,1.7,141,3
11710,1777.53,7.3,162,0
16679,3479.63,8.1,163,0
3745,1561.81,5.7,98,1
6829,2720.05,2.3,61,1
7252,2765.21,0.7,81,1
17270,3952.63,6.1,164,3
11133,3952.36,4.5,153,3
20010,1999.47,0.8,89,2
26909,3989.48,9.1,150,0
19388,3025.5,0.6,145,3
14667,2906.66,5.3,166,3
10955,1573.25,2.9,97,1
21687,1830.16,7.8,104,2
7550,2076.48,2.0,132,3
23343,3530.4,10.9,157,0
9084,2083.65,4.4,173,3
25093,2171.89,2.9,79,2
26344,2692.13,11.1,63,2
10780,3431.07,5.5,77,1
8577,2032.89,10.4,122,0
23373,3683.4,10.8,116,2
2022,2748.51,7.3,169,0
22112,3504.5,11.6,97,2
14756,3443.53,1.2,134,3
26009,1891.44,1.9,153,3
2711,2124.06,7.9,67,1
24854,2485.42,4.6,127,2
11284,3311.03,1.3,121,3
10982,3463.41,9.0,131,0
13725,2112.19,11.5,95,0
24844,2916.51,7.2,175,0
12142,1847.28,11.6,131,0
1868,2756.62,11.5,123,0
16199,1679.72,2.4,117,3
6795,3656.9,3.3,123,1
15218,3607.88,3.9,69,1
12683,3576.25,9.7,69,1
20902,2124.77,7.5,96,2
8471,2823.6,8.4,111,1
14524,3658.18,10.1,161,0
10099,2783.1,8.7,126,0
16853,3856.83,5.0,149,3
11164,1728.5,4.9,84,1
9540,2220.53,4.8,106,1
14363,1555.12,7.2,71,1
9958,2297.56,0.5,110,3
11546,2468.61,11.1,166,0
15517,3086.99,9.1,171,0
4285,2582.89,0.3,144,3
13033,2642.94,2.0,144,3
20418,1556.32,1.2,74,2
16355,3753.02,9.7,108,0
2770,3439.45,1.7,147,3
21076,3044.67,3.9,156,3
2197,2890.32,0.8,108,1
24686,3925.8,7.5,80,2
27055,3646.61,11.2,123,2
14577,1610.48,5.2,138,3
6260,2116.46,8.0,60,1
18101,2278.22,2.3,75,2
5810,2183.32,11.7,81,1
13256,2969.98,6.0,117,1
22511,3623.83,10.2,64,2
7518,2524.97,4.7,98,1
28788,3601.42,0.8,112,2
15804,1647.13,4.6,102,2
21823,3419.43,5.2,87,2
24559,3658.18,3.5,115,2
28522,2668.3,7.4,112,2
7615,3782.48,1.0,159,3
19099,2342.55,2.3,115,3
18263,1855.51,4.4,78,2
19657,2807.41,2.0,69,2
7996,3068.41,4.1,84,1
16747,3942.62,4.8,92,2
16393,3321.15,3.1,117,3
13670,2617.0,3.5,161,3
20775,1758.55,1.8,172,3
9380,2905.17,7.4,101,1
4927,2636.48,2.4,75,1
20233,3458.71,7.9,111,2
1777,3840.79,8.9,112,1
8942,3617.28,1.8,130,3
21465,2116.86,1.3,133,3
4043,3111.98,9.0,118,1
19531,3764.9,8.3,99,2
23937,3951.45,0.5,144,3
19186,2551.78,1.0,87,2
24778,1569.62,9.8,90,2
2940,2806.47,8.4,149,0
29298,1953.93,9.9,144,0
8603,2220.78,3.9,159,3
21005,1941.14,1.0,121,3
6450,3893.23,0.6,129,3
20788,3688.15,10.4,78,2
20413,3328.37,2.2,143,3
12693,2420.24,1.9,113,3
13270,3127.52,0.5,63,1
29719,1516.62,7.0,97,2
29870,3799.52,5.0,167,3
28139,1805.73,7.7,90,2
25148,3484.79,8.1,89,2
17823,3666.31,0.2,113,3
10892,3668.12,9.0,174,0
22080,3893.24,1.5,84,2
9150,1679.61,8.9,105,1
15554,2401.77,3.7,89,1
7215,3791.67,1.4,150,3
5490,3479.42,3.0,178,3
1478,2084.26,7.9,84,1
21158,1990.98,5.5,97,2
25591,3166.55,2.6,102,2
20282,3933.29,5.2,153,3
20275,3697.17,2.7,68,2
25706,1768.32,2.6,76,2
13551,3883.78,10.7,111,0
1682,1780.4,2.3,129,1
16780,3172.53,0.7,118,3
10833,3458.18,8.4,88,1
20121,3507.62,4.9,90,2
13047,3450.42,2.1,178,3
10117,3362.41,8.8,124,0
6054,2812.91,5.4,159,3
19260,1744.8,2.3,101,2
6726,3820.56,9.3,63,1
23995,3322.0,11.1,133,0
10648,3060.14,3.1,173,3
25172,1734.95,1.4,151,3
21577,3604.52,4.0,77,2
2233,2150.06,5.6,169,0
20658,3535.51,7.3,133,0
4554,3242.4,8.6,121,1
11419,2909.29,6.7,166,0
9548,1518.57,10.0,168,0
20156,1566.76,11.0,117,0
22523,3534.17,0.3,82,2
16105,3652.59,5.9,122,3
7708,2572.59,3.4,130,3
4623,2124.5,4.4,148,3
27765,2038.85,5.7,96,2
9453,3659.62,11.8,170,0
1277,2180.7,9.6,160,0
8005,2726.52,9.5,161,0
28266,3162.9,4.4,165,3
26274,2034.88,8.8,77,2
3925,1921.73,10.1,153,0
340,3198.45,11.6,179,0
851,2513.65,10.7,151,0
